Income,Car_Ownership,Current_House_Years,Generation,Prof_business management,Prof_design,Prof_engineering,Prof_finance,Prof_government public service,Prof_healthcare,Prof_miscellaneous,Prof_science research,Prof_technology,State_north_zone,State_south_zone,State_west_zone,City_rural,City_suburban,City_urban,Experience_Age_Ratio,Risk_Flag
8501769,0,11,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.10526315789473684,0
679435,1,12,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.06666666666666667,1
9302989,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.40476190476190477,1
4734263,0,11,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.1320754716981132,1
3780376,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.14814814814814814,0
7762750,0,12,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.3181818181818182,0
652749,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.7307692307692307,0
9640035,0,14,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.07407407407407407,1
7630441,0,11,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.36363636363636365,0
5758108,0,11,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,1
7090280,0,11,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.017241379310344827,0
427489,1,12,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0
6842382,0,14,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.07352941176470588,0
815460,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2962962962962963,0
4017683,1,14,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.06666666666666667,1
2567878,1,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.9523809523809523,0
4003658,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.52,0
3903549,0,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.03636363636363636,0
9433059,0,13,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.03571428571428571,0
2260317,1,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.14705882352941177,0
2172549,1,10,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.18333333333333332,0
1186859,1,13,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0
8527435,0,12,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.21794871794871795,1
9582301,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.20689655172413793,0
2333491,0,14,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.22727272727272727,0
1181450,0,12,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2191780821917808,0
572018,1,14,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.19480519480519481,0
376505,0,10,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.08333333333333333,1
3078598,0,14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.11428571428571428,0
5479246,1,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.4594594594594595,0
5069571,0,13,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.14492753623188406,0
6432561,0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.023255813953488372,0
5020322,1,10,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.15384615384615385,0
9193938,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1
1665867,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6923076923076923,1
5126284,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,0
1732880,0,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.23943661971830985,0
1251287,1,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.078125,0
2561078,0,11,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.27586206896551724,0
4312056,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4166666666666667,0
516071,1,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5,1
3066954,1,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.1590909090909091,1
511547,1,13,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.11538461538461539,0
1826051,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.16129032258064516,0
6791837,0,12,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.046511627906976744,1
2320989,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5714285714285714,0
1687841,0,11,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0410958904109589,0
9623769,0,10,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0
4853715,0,13,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.07692307692307693,1
4981769,0,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0425531914893617,1
1823407,0,10,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.3114754098360656,0
6109346,0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.7272727272727273,0
6485147,0,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.22950819672131148,1
2778434,0,12,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.25,0
614856,0,10,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.016129032258064516,0
6065577,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2647058823529412,0
975882,1,13,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.1891891891891892,1
8136055,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.10526315789473684,0
451619,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.075,1
2638249,0,12,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2903225806451613,0
5019828,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4418604651162791,0
6495259,0,14,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.30158730158730157,0
3777798,0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.046875,0
6829374,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.24324324324324326,0
9887974,1,13,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23529411764705882,0
8894656,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.09090909090909091,0
1510441,0,14,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.2909090909090909,1
359554,1,11,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.265625,0
214872,0,11,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.375,0
2407313,0,13,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20634920634920634,0
7375780,1,12,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.07042253521126761,0
1903787,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.34782608695652173,0
5084290,0,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.36363636363636365,0
4634173,0,10,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.3235294117647059,1
3605865,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.265625,1
7232011,0,12,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.09722222222222222,0
2022729,0,11,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0
5964841,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5555555555555556,0
9903596,1,14,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.016666666666666666,0
1233766,0,12,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.4,0
1247141,0,14,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0
8412252,0,11,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.3958333333333333,1
7943791,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6071428571428571,0
8562006,1,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7727272727272727,0
5415736,0,13,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.23636363636363636,0
9982186,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.22,0
6966975,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.6538461538461539,0
6518875,1,14,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1111111111111111,0
1622780,0,11,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.06896551724137931,0
3102210,1,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3055555555555556,0
3735996,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6086956521739131,0
6300632,0,10,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.14035087719298245,1
2120693,0,12,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.47619047619047616,0
6717099,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0967741935483871,0
9086000,0,11,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.06329113924050633,1
7193616,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6451612903225806,0
1272175,0,13,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0625,0
7657947,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15151515151515152,1
9369042,0,10,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.14516129032258066,0
7166741,0,13,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.28125,0
1386453,1,14,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.19047619047619047,0
824846,1,12,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.05263157894736842,0
6545752,1,12,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.08974358974358974,1
2206617,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.023809523809523808,0
8123494,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4090909090909091,0
7022701,1,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2978723404255319,0
3984159,0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.35714285714285715,1
466816,1,13,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.30952380952380953,0
12841,0,13,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.07017543859649122,0
7812712,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23728813559322035,0
3676956,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.30952380952380953,0
3127161,1,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.27586206896551724,0
7814877,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16129032258064516,0
1025093,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5555555555555556,0
4409526,0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0
9074348,0,11,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.025974025974025976,0
8170638,0,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0759493670886076,0
4501238,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.08571428571428572,1
682381,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.13333333333333333,1
6544191,0,14,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.19672131147540983,0
1328714,1,10,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.13114754098360656,1
8010912,0,14,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.22857142857142856,0
6649485,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.023809523809523808,0
616018,0,12,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.4222222222222222,0
864855,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.13513513513513514,0
4271809,0,13,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1724137931034483,0
8917966,1,14,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0
9074085,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.038461538461538464,0
917219,0,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.425531914893617,0
5786605,0,13,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.20512820512820512,0
5968377,0,11,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0
5245232,0,12,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.17142857142857143,0
8251021,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.14285714285714285,0
9158777,0,13,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.22077922077922077,0
832235,0,11,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.42857142857142855,0
8198494,1,11,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06382978723404255,0
5711963,0,10,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1794871794871795,0
5475563,1,13,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.24528301886792453,0
3701026,0,14,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.25925925925925924,0
9427931,0,10,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.09090909090909091,0
8643896,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0967741935483871,0
3080269,0,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.14634146341463414,0
9563213,0,13,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.2361111111111111,0
2191319,0,11,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.11764705882352941,1
7307335,0,12,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.2537313432835821,0
8623849,0,10,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0
5798698,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.16216216216216217,1
2394352,1,14,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3877551020408163,0
8898861,1,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25316455696202533,0
6083537,0,12,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.32653061224489793,1
7624003,1,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.02702702702702703,0
5031118,1,12,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12857142857142856,0
8914602,1,14,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.45454545454545453,0
2057666,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.017543859649122806,0
2348491,1,13,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.18181818181818182,0
6388042,1,10,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.19047619047619047,0
3404282,0,14,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.18518518518518517,1
1292283,0,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.37209302325581395,0
5103068,0,11,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.288135593220339,0
3531202,0,11,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.22727272727272727,0
6934958,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.015625,0
357567,0,11,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.18181818181818182,0
2072380,0,11,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.2545454545454545,0
4063732,0,12,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.23376623376623376,0
2394179,1,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.4583333333333333,0
9491036,1,12,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.17567567567567569,1
680360,1,14,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.11363636363636363,0
9703061,0,14,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0
328338,1,14,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.20833333333333334,0
7635534,1,11,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,1
7147794,0,10,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.028985507246376812,0
9733385,0,13,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0
2992466,0,14,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.15384615384615385,1
8189665,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.24390243902439024,0
3763440,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,1
1133422,0,14,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.3409090909090909,0
8465790,1,14,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.18181818181818182,1
2938852,1,11,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.01282051282051282,0
5130614,1,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.030303030303030304,0
400862,1,14,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.1935483870967742,0
5726091,0,14,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2,1
2048987,0,14,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.02631578947368421,0
87959,0,13,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.14285714285714285,0
2970798,0,12,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.11940298507462686,0
4185850,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
858778,0,11,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.11764705882352941,0
3839732,0,10,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.10526315789473684,0
3279260,1,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.08955223880597014,0
6234921,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5517241379310345,1
6714854,0,13,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.6428571428571429,0
9877843,0,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.08333333333333333,1
738159,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2608695652173913,0
7649979,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.025,0
3376607,0,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.3877551020408163,0
7931932,0,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.08571428571428572,1
5007072,1,14,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.2112676056338028,0
4488237,1,10,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.11842105263157894,1
990516,0,11,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.1956521739130435,0
7690110,0,12,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.15492957746478872,0
8422595,0,12,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.16417910447761194,0
961595,0,11,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.30357142857142855,0
33224,1,11,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.09090909090909091,0
2113654,1,10,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.10294117647058823,0
9862331,0,11,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.14285714285714285,0
6722557,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0625,0
9457881,1,11,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.2714285714285714,0
7283132,0,13,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3877551020408163,0
3551540,1,13,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.2191780821917808,0
7114846,0,14,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.1791044776119403,0
9718448,1,14,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.32558139534883723,1
2116294,0,12,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.2,0
2414141,1,13,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.1111111111111111,0
3341544,1,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.20588235294117646,0
8476343,0,14,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2631578947368421,0
3074549,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
8305082,0,12,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.03571428571428571,0
4150187,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.45454545454545453,1
3921591,0,14,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.2898550724637681,0
640551,1,14,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.029411764705882353,0
4035324,0,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.21212121212121213,1
7845581,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.03225806451612903,0
316281,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7037037037037037,1
3164704,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.47368421052631576,1
4371574,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.48,0
9050356,0,14,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6666666666666666,0
2812902,0,14,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.2727272727272727,0
5539383,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.017543859649122806,1
9646473,1,10,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.4,0
1382807,1,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.208955223880597,0
8555604,1,13,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.21052631578947367,1
5703058,1,14,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14285714285714285,0
4669023,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
2643242,1,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6190476190476191,0
32866,0,14,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.11764705882352941,0
4494930,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5833333333333334,0
6845055,0,13,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.2,0
1551137,1,11,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.24242424242424243,0
4772159,1,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3793103448275862,0
2988402,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.3333333333333333,0
8146152,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.17142857142857143,0
2389361,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.36363636363636365,0
1465427,1,10,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.16071428571428573,0
9334057,0,11,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.02,0
2165968,0,13,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12903225806451613,0
7024844,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06666666666666667,0
5264265,1,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2608695652173913,0
8121505,0,14,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.22077922077922077,0
3318760,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.375,0
4956531,0,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4594594594594595,0
9386175,0,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.2894736842105263,0
1335719,0,14,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.05405405405405406,0
4675092,1,10,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.34285714285714286,0
5273503,0,10,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.22535211267605634,1
9492681,1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.08571428571428572,0
9131367,1,12,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03333333333333333,0
2948665,1,13,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3050847457627119,0
9973420,0,12,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2112676056338028,0
8849953,0,10,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.11538461538461539,0
2321513,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4166666666666667,0
6804893,0,12,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.02857142857142857,0
8497100,0,12,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.16176470588235295,1
8173558,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19230769230769232,0
4307054,1,10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1702127659574468,0
1855190,0,13,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.16455696202531644,0
4846562,1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.3076923076923077,1
3127504,1,12,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.19117647058823528,0
7163603,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.39285714285714285,0
3529145,0,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.14583333333333334,0
7602596,0,14,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.24489795918367346,0
9323753,1,14,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3584905660377358,1
3274849,0,13,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.391304347826087,0
3161000,1,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2894736842105263,0
6351894,0,12,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.08974358974358974,0
3813258,0,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.08823529411764706,1
7069199,1,11,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.1095890410958904,0
